Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A0A0E3CNY9	A0A0E3CNY9_LACRH	unreviewed	Cell division membrane protein, YlmG (Cell division protein)	ylmG BN934_02330 NP51_04250 PY66_01890 PY91_08580	Lactobacillus rhamnosus	95
A0A171J9N6	A0A171J9N6_LACRH	unreviewed	Lipoprotein	metQ_3 BN934_02418 PY66_10445 PY91_09460	Lactobacillus rhamnosus	276
A0A0J6UYU8	A0A0J6UYU8_LACRH	unreviewed	Membrane protein	ccl_2 BN934_01616 NP51_07975 PY63_12840 PY66_10955 PY91_03585	Lactobacillus rhamnosus	166
A0A0J6THM2	A0A0J6THM2_LACRH	unreviewed	Putative sporulation transcription regulator WhiA	yvcL whiA BN934_02702 NP51_03465 PY63_08710 PY66_01085 PY91_02190	Lactobacillus rhamnosus	315
A0A171J9G9	A0A171J9G9_LACRH	unreviewed	Cell shape-determining protein MreC (Cell shape protein MreC)	BN934_02351 PY63_13565 PY66_01990	Lactobacillus rhamnosus	286
A0A0D6UCN6	A0A0D6UCN6_LACRH	unreviewed	UPF0291 protein ynzC	ynzC BN934_02025 NP51_01190 PY63_11280 PY66_07840 PY91_12240	Lactobacillus rhamnosus	81
A0A0E3CQC0	A0A0E3CQC0_LACRH	unreviewed	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	pfkA BN934_02251 NP51_11720 PY63_08070 PY66_01500 PY91_08065	Lactobacillus rhamnosus	319
A0A0E3CLE4	A0A0E3CLE4_LACRH	unreviewed	General stress protein (Intracellular protease PfpI family protein)	pfpI BN934_00782 NP51_08300 PY63_09880 PY66_14315	Lactobacillus rhamnosus	168
A0A0D6U8E1	A0A0D6U8E1_LACRH	unreviewed	PTS fructose transporter subunit IIC (PTS system mannose-specific transporter subunit IIC)	manC_1 BN934_00483 NP51_08590 PY63_06720 PY66_05350 PY91_05115	Lactobacillus rhamnosus	304
A0A0E3D0X6	A0A0E3D0X6_LACRH	unreviewed	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit S4-like protein (Uncharacterized protein)	BN934_01185 NP51_12365 PY63_11180 PY66_11875 PY91_07665	Lactobacillus rhamnosus	87
A0A171J7K4	A0A171J7K4_LACRH	unreviewed	LPS biosynthesis protein (LPS biosynthesis-like polysaccharide polymerase)	BN934_01678 PY91_03260	Lactobacillus rhamnosus	349
A0A0E3CN22	A0A0E3CN22_LACRH	unreviewed	PTS lactose transporter subunit IIB (Phosphotransferase system, lactose/cellobiose-specific IIB subunit)	BN934_00474 NP51_08515 PY66_05275 PY91_05070	Lactobacillus rhamnosus	112
A0A0D6U683	A0A0D6U683_LACRH	unreviewed	Uncharacterized protein	BN934_01334 NP51_09950 PY63_08195 PY66_09420 PY91_06355	Lactobacillus rhamnosus	68
A0A0E3CMM9	A0A0E3CMM9_LACRH	unreviewed	Uncharacterized protein	BN934_01801 PY63_06580 PY66_13315 PY91_11245	Lactobacillus rhamnosus	140
A0A0D6U9N8	A0A0D6U9N8_LACRH	unreviewed	Mannose-specific PTS system component IIC (PTS mannose transporter subunit IIC)	BN934_00892 NP51_07425 PY63_12565 PY66_02560 PY91_05975	Lactobacillus rhamnosus	270
A0A0E3CNN1	A0A0E3CNN1_LACRH	unreviewed	30S ribosomal protein S1	rpsA BN934_02236 NP51_03000 PY63_07995 PY91_07990	Lactobacillus rhamnosus	436
A0A0E3CQG4	A0A0E3CQG4_LACRH	unreviewed	PTS ascorbate transporter subunit IIC (PTS system ascorbate-specific transporter subunit IIC)	BN934_00618 NP51_06100 PY63_00705 PY66_12225	Lactobacillus rhamnosus	445
A0A171J6K9	A0A171J6K9_LACRH	unreviewed	MFS transporter permease (Transporter major facilitator superfamily MFS_1)	proP BN934_01332 PY63_08185 PY66_09430	Lactobacillus rhamnosus	410
A0A171J7I0	A0A171J7I0_LACRH	unreviewed	Fe2/Zn2 uptake transcriptional regulation protein, Fur family (Fur family transcriptional regulator)	fur BN934_01654 PY66_12975	Lactobacillus rhamnosus	150
A0A0E3CQ93	A0A0E3CQ93_LACRH	unreviewed	Protein translocase subunit SecY	secY BN934_01233 NP51_06810 PY63_02155 PY66_06320 PY91_09170	Lactobacillus rhamnosus	440
A0A0D6UC20	A0A0D6UC20_LACRH	unreviewed	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	lgt BN934_02717 NP51_03535 PY63_08760	Lactobacillus rhamnosus	275
A0A0E3CL72	A0A0E3CL72_LACRH	unreviewed	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA BN934_00802 NP51_08235 PY63_09100 PY66_11400 PY91_01295	Lactobacillus rhamnosus	118
A0A0D6U887	A0A0D6U887_LACRH	unreviewed	ABC-type sugar transport system, permease component (Glycerol-3-phosphate ABC transporter permease)	BN934_00960 NP51_07110 PY66_02230 PY91_05670	Lactobacillus rhamnosus	271
A0A0E3D3E0	A0A0E3D3E0_LACRH	unreviewed	DNA-binding protein (Nucleoid DNA-binding protein)	BN934_02234 NP51_02990 PY63_07985 PY66_01415 PY91_07980	Lactobacillus rhamnosus	91
A0A0D6UDG5	A0A0D6UDG5_LACRH	unreviewed	Uncharacterized protein	BN934_02081 NP51_02245 PY63_08550 PY66_08070 PY91_13440	Lactobacillus rhamnosus	82
A0A0E3CRX8	A0A0E3CRX8_LACRH	unreviewed	Uncharacterized protein	BN934_00255 NP51_00805 PY63_05050	Lactobacillus rhamnosus	302
A0A0E3CN25	A0A0E3CN25_LACRH	unreviewed	Mannose-6-phosphate isomerase (Phosphomannose isomerase)	BN934_00489 NP51_08620 PY63_06750 PY91_05145	Lactobacillus rhamnosus	323
A0A0E3D0S6	A0A0E3D0S6_LACRH	unreviewed	L-sorbose 1-phosphate reductase (L-sorbose-1-phosphate reductase)	sorE BN934_00408 PY63_03775	Lactobacillus rhamnosus	412
Q58Z29	Q58Z29_LACRH	unreviewed	ArsR family transcriptional regulator (Arsenate reductase) (Nrp)	nrp BN934_01634 NP51_07875 PY66_11955 PY91_03465	Lactobacillus rhamnosus	133
A0A0E3CQD1	A0A0E3CQD1_LACRH	unreviewed	50S ribosomal protein L10	rplJ BN934_01415 NP51_11105 PY63_12200 PY66_04600 PY91_10600	Lactobacillus rhamnosus	168
A0A171J2Y4	A0A171J2Y4_LACRH	unreviewed	Membrane protein (Multitransmembrane protein)	BN934_00044 PY63_03140	Lactobacillus rhamnosus	245
A0A0E3CM47	A0A0E3CM47_LACRH	unreviewed	N-acetylgalactosamine PTS, EIIC (PTS N-acetylgalactosamine transporter subunit IIC)	BN934_01032 NP51_10150 PY63_02635 PY66_08685	Lactobacillus rhamnosus	270
A0A0E3CMX6	A0A0E3CMX6_LACRH	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	BN934_02299 NP51_04405 PY63_10235 PY66_01735 PY91_12095	Lactobacillus rhamnosus	467
A0A171J5B4	A0A171J5B4_LACRH	unreviewed	ABC transporter (ABC-type polar amino acid transport system, ATPase component)	BN934_00880 PY91_06015	Lactobacillus rhamnosus	248
A0A0D6UB89	A0A0D6UB89_LACRH	unreviewed	D-fructose-1,6-biphosphate aldolase (Uncharacterized protein)	sorG BN934_00401 NP51_05410 PY63_03810	Lactobacillus rhamnosus	299
A0A0E3CQB1	A0A0E3CQB1_LACRH	unreviewed	Initiation-control protein YabA	BN934_01434 NP51_11020 PY63_12260 PY66_04690 PY91_10515	Lactobacillus rhamnosus	112
A0A0E3CRF6	A0A0E3CRF6_LACRH	unreviewed	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase)	pyrH BN934_02036 NP51_01135 PY63_11335 PY66_07895	Lactobacillus rhamnosus	239
A0A0D6U674	A0A0D6U674_LACRH	unreviewed	Chromosome partitioning protein ParB (Uncharacterized protein)	BN934_01343 NP51_09900 PY63_08240 PY66_09390	Lactobacillus rhamnosus	94
A0A0E3CLK7	A0A0E3CLK7_LACRH	unreviewed	Glycosyl transferase group 2 (Ribonuclease III)	ykcC BN934_01668 NP51_06485	Lactobacillus rhamnosus	330
A0A0D6U9Y3	A0A0D6U9Y3_LACRH	unreviewed	PTS ascorbate transporter subunit IIC (PTS system ascorbate-specific transporter subunit IIC)	BN934_00427 NP51_05530	Lactobacillus rhamnosus	428
A0A0E3CR15	A0A0E3CR15_LACRH	unreviewed	Oligoendopeptidase (Oligoendopeptidase F)	pepF_3 BN934_02647 NP51_03195	Lactobacillus rhamnosus	601
A0A0D6U4U7	A0A0D6U4U7_LACRH	unreviewed	Membrane protein (Uncharacterized protein)	BN934_01399 NP51_12640 PY66_09815	Lactobacillus rhamnosus	130
Q29ZJ3	Q29ZJ3_LACRH	unreviewed	LacT (Transcription antiterminator Lact) (Transcription antiterminator lact)	lacT lacT_1 BN934_00196 NP51_00540 PY63_00380	Lactobacillus rhamnosus	292
A0A171J7L2	A0A171J7L2_LACRH	unreviewed	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	rhaD_2 rhaD BN934_01686 PY91_03220	Lactobacillus rhamnosus	297
A0A171J8G3	A0A171J8G3_LACRH	unreviewed	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt BN934_01994 PY63_13295 PY66_03630 PY91_09850	Lactobacillus rhamnosus	318
A0A0E3CNA0	A0A0E3CNA0_LACRH	unreviewed	Pur operon repressor (Purine operon repressor)	BN934_01138 PY63_05935 PY66_07255 PY91_07460	Lactobacillus rhamnosus	282
A0A0E3CQF5	A0A0E3CQF5_LACRH	unreviewed	MFS transporter permease (Transporter major facilitator superfamily MFS_1)	yceJ BN934_00299 PY63_04820	Lactobacillus rhamnosus	387
A0A171JA91	A0A171JA91_LACRH	unreviewed	Prophage P3 protein 4 (Uncharacterized protein)	BN934_02627 PY66_00710	Lactobacillus rhamnosus	92
A0A171JAH8	A0A171JAH8_LACRH	unreviewed	Thioredoxin reductase (EC 1.8.1.9)	trxB2 BN934_02715 PY63_08750 PY66_01145 PY91_02125	Lactobacillus rhamnosus	315
A0A0D6UDA9	A0A0D6UDA9_LACRH	unreviewed	Histidine kinase (Two component sensor transduction histidine kinase)	phoR1 BN934_00145 NP51_00300	Lactobacillus rhamnosus	430
A0A0D6UDC4	A0A0D6UDC4_LACRH	unreviewed	Uncharacterized protein	BN934_00162 NP51_00375	Lactobacillus rhamnosus	353
A0A0E3CPG7	A0A0E3CPG7_LACRH	unreviewed	Alkyl hydroperoxide reductase (EC 1.11.1.15) (Alkyl hydroperoxide reductase subunit C)	ahpC BN934_01211 NP51_06700	Lactobacillus rhamnosus	187
A0A0E3CQK6	A0A0E3CQK6_LACRH	unreviewed	Amidohydrolase (Metal-dependent hydrolase)	BN934_00670 NP51_04900	Lactobacillus rhamnosus	351
A0A0E3CN77	A0A0E3CN77_LACRH	unreviewed	Nucleoside 2-deoxyribosyltransferase (Nucleoside deoxyribosyltransferase)	BN934_01397 NP51_12650	Lactobacillus rhamnosus	147
A0A0E3D072	A0A0E3D072_LACRH	unreviewed	Maltose O-acetyltransferase (Maltose acetyltransferase)	maa BN934_00765 NP51_08385	Lactobacillus rhamnosus	200
A0A0E3CPW5	A0A0E3CPW5_LACRH	unreviewed	PTS mannose transporter subunit IID (PTS system transporter subunit IID) (EC 2.7.1.69)	levG_2 BN934_00951 NP51_07155	Lactobacillus rhamnosus	278
A0A171J459	A0A171J459_LACRH	unreviewed	PTS lactose transporter subunit IIA (PTS system lactose/cellobiose-specific transporter subunit IIA)	chbA BN934_00473 PY91_05065	Lactobacillus rhamnosus	105
A0A0E3CZE9	A0A0E3CZE9_LACRH	unreviewed	PTS N-acetylgalactosamine transporter subunit IIA (PTS system mannose-specific transporter subunit IIC)	manC_2 BN934_01017 NP51_10075 PY63_02705 PY66_08755	Lactobacillus rhamnosus	268
A0A0E3D2R2	A0A0E3D2R2_LACRH	unreviewed	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (Glucosamine-6-phosphate isomerase)	nagB BN934_00838 NP51_12980 PY91_01445	Lactobacillus rhamnosus	236
A0A171J6F3	A0A171J6F3_LACRH	unreviewed	ABC-type Mn/Zn transport system, ATPase component (Manganese ABC transporter ATP-binding protein)	BN934_01276 PY63_01940	Lactobacillus rhamnosus	247
A0A0D6UCX2	A0A0D6UCX2_LACRH	unreviewed	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC BN934_01857 NP51_02010 PY63_13200 PY66_08435	Lactobacillus rhamnosus	242
A0A0D6UET4	A0A0D6UET4_LACRH	unreviewed	Malate permease	BN934_00116 NP51_00175 PY63_00005	Lactobacillus rhamnosus	328
A0A0E3CMU8	A0A0E3CMU8_LACRH	unreviewed	Uncharacterized protein	BN934_00590 NP51_06005 PY63_05740 PY66_06800 PY91_00350	Lactobacillus rhamnosus	68
A0A0E3CNH0	A0A0E3CNH0_LACRH	unreviewed	50S ribosomal protein L15	rplO BN934_01232 NP51_06805 PY63_02160 PY66_06325	Lactobacillus rhamnosus	146
A0A171JAB0	A0A171JAB0_LACRH	unreviewed	Integral membrane protein (Membrane protein)	BN934_02646 PY66_00810 PY91_02525	Lactobacillus rhamnosus	163
A0A0E3CNW0	A0A0E3CNW0_LACRH	unreviewed	Cation transporter (Di-and tricarboxylate transporter)	BN934_00930 NP51_07245 PY63_01755 PY66_02390 PY91_05810	Lactobacillus rhamnosus	366
A0A0D6U7B4	A0A0D6U7B4_LACRH	unreviewed	Aminopeptidase C	BN934_01352 NP51_09855 PY66_09345 PY91_06290	Lactobacillus rhamnosus	448
A0A0D6UCL0	A0A0D6UCL0_LACRH	unreviewed	30S ribosomal protein S16	rpsP BN934_02019 NP51_01215 PY63_11255 PY66_03505 PY91_12210	Lactobacillus rhamnosus	91
A0A0E3CMU3	A0A0E3CMU3_LACRH	unreviewed	Alkaline shock protein (Alkaline-shock protein)	asp1 BN934_00579 NP51_05950 PY63_05685 PY91_00300	Lactobacillus rhamnosus	136
A0A0E3D170	A0A0E3D170_LACRH	unreviewed	Extracellular protein (Uncharacterized protein)	BN934_01385 PY63_10035 PY66_09880	Lactobacillus rhamnosus	147
A0A0E3CPJ7	A0A0E3CPJ7_LACRH	unreviewed	30S ribosomal protein S15	rpsO BN934_02284 PY63_10330 PY66_01660 PY91_12020	Lactobacillus rhamnosus	89
A0A0D6U8S2	A0A0D6U8S2_LACRH	unreviewed	50S ribosomal protein L13	rplM BN934_01251 NP51_06900 PY63_02060 PY66_06225 PY91_09255	Lactobacillus rhamnosus	148
A0A171J3W7	A0A171J3W7_LACRH	unreviewed	Transcriptional regulator (Transcriptional regulator RpiR family protein)	gntR_1 BN934_00381 PY91_04770	Lactobacillus rhamnosus	277
A0A0E3CNG3	A0A0E3CNG3_LACRH	unreviewed	ABC transporter ATP-binding protein (Peptide ABC transporter ATP-binding protein)	salX_1 BN934_00831 NP51_12950	Lactobacillus rhamnosus	229
A0A0D6U708	A0A0D6U708_LACRH	unreviewed	Holin (Phage-related holin)	hol BN934_02791 NP51_10740	Lactobacillus rhamnosus	137
A0A0E3CN24	A0A0E3CN24_LACRH	unreviewed	ABC transporter oligopeptide-binding protein (Peptide ABC transporter substrate-binding protein)	oppA_1 BN934_00469 NP51_08490 PY63_06650	Lactobacillus rhamnosus	544
A0A0D6UAI2	A0A0D6UAI2_LACRH	unreviewed	LytR family transcriptional regulator	lytR_1 BN934_00529 NP51_05710 PY66_06475	Lactobacillus rhamnosus	364
A0A0D6U6Z3	A0A0D6U6Z3_LACRH	unreviewed	Lipoprotein	plpB BN934_02419 NP51_09300 PY63_04605	Lactobacillus rhamnosus	275
A0A0E3D0Z0	A0A0E3D0Z0_LACRH	unreviewed	Probable septum site-determining protein MinC	minC BN934_02349 NP51_04160 PY63_13555 PY66_01980 PY91_08480	Lactobacillus rhamnosus	218
A0A0E3CS78	A0A0E3CS78_LACRH	unreviewed	Gls24 family alkaline shock protein (Uncharacterized protein)	asp_2 BN934_02002 NP51_01300 PY63_13770 PY66_03590 PY91_09810	Lactobacillus rhamnosus	120
A0A0D6U6E4	A0A0D6U6E4_LACRH	unreviewed	Uncharacterized protein	BN934_01335 NP51_09945 PY63_08200 PY66_09415	Lactobacillus rhamnosus	85
A0A0E3CMH8	A0A0E3CMH8_LACRH	unreviewed	Uncharacterized protein	BN934_02603 NP51_03080 PY63_06255 PY66_00605	Lactobacillus rhamnosus	64
A0A171JA05	A0A171JA05_LACRH	unreviewed	N-acetylmuramidase	acmA BN934_02539 PY91_02950	Lactobacillus rhamnosus	211
A0A0E3CNL8	A0A0E3CNL8_LACRH	unreviewed	Chromosome partitioning protein ParB (Spo0J-like protein)	BN934_00566 NP51_05890 PY63_05625 PY66_06685 PY91_00240	Lactobacillus rhamnosus	290
A0A0E3CSC3	A0A0E3CSC3_LACRH	unreviewed	Cytosolic protein (Uncharacterized protein)	BN934_01959 NP51_01510 PY63_05090 PY66_03800 PY91_10020	Lactobacillus rhamnosus	84
A1XC60	A1XC60_LACRH	unreviewed	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA BN934_00091 PY63_03370 PY66_11520 PY91_11165	Lactobacillus rhamnosus	198
A0A0J6XLH6	A0A0J6XLH6_LACRH	unreviewed	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddlA ddl BN934_00654 NP51_04985 PY63_00885 PY66_07025	Lactobacillus rhamnosus	360
A0A0D6U677	A0A0D6U677_LACRH	unreviewed	ABC transporter permease (ABC-type amino acid transport system, permease and periplasmic component)	BN934_02269 NP51_11810	Lactobacillus rhamnosus	485
A0A0E3CLE2	A0A0E3CLE2_LACRH	unreviewed	Surface antigen	p40 BN934_00773 NP51_08350	Lactobacillus rhamnosus	416
A0A0E3CNW3	A0A0E3CNW3_LACRH	unreviewed	Tagatose-6-phosphate ketose isomerase (Tagatose-6-phosphate ketose/aldose isomerase) (EC 5.-.-.-)	agaS BN934_00487 NP51_08610	Lactobacillus rhamnosus	393
A0A0E3CN89	A0A0E3CN89_LACRH	unreviewed	Oxaloacetate decarboxylase, gamma chain (Oxaloacetate decarboxylase, gamma chain family protein)	BN934_01757 NP51_12560 PY63_09435 PY91_10850	Lactobacillus rhamnosus	47
A0A0D6U8U5	A0A0D6U8U5_LACRH	unreviewed	Translation initiation factor IF-1	infA BN934_01235 NP51_06820 PY63_02145 PY66_06310 PY91_09180	Lactobacillus rhamnosus	72
A0A0E3CR45	A0A0E3CR45_LACRH	unreviewed	Replicative DNA helicase (EC 3.6.4.12)	BN934_00679 NP51_04855 PY63_01005 PY66_07145	Lactobacillus rhamnosus	461
A0A0D6UD09	A0A0D6UD09_LACRH	unreviewed	Phosphocarrier protein HPr	BN934_01850 NP51_02040 PY63_11725 PY66_08465 PY91_12855	Lactobacillus rhamnosus	88
A0A0E3CM03	A0A0E3CM03_LACRH	unreviewed	PTS sugar transporter subunit IIA (Transcriptional antiterminator, BglG family)	BN934_00411 PY63_03760	Lactobacillus rhamnosus	622
A0A171JAF8	A0A171JAF8_LACRH	unreviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno BN934_02694 PY63_06905 PY66_01045 PY91_02260	Lactobacillus rhamnosus	434
A0A0M2G3P8	A0A0M2G3P8_LACRH	unreviewed	Cell-cycle regulation Hit-like protein (Histidine triad protein)	hit BN934_01890 NP51_01845	Lactobacillus rhamnosus	142
A0A171J9R6	A0A171J9R6_LACRH	unreviewed	ABC-type multidrug transport system, ATPase and permease component (Multidrug ABC transporter ATP-binding protein)	BN934_02448 PY66_10600	Lactobacillus rhamnosus	627
A0A0D6UBW0	A0A0D6UBW0_LACRH	unreviewed	Probable transcriptional regulatory protein BN934_02645	BN934_02645 NP51_03185 PY63_13150 PY66_00805 PY91_02530	Lactobacillus rhamnosus	243
A0A0D6U9A1	A0A0D6U9A1_LACRH	unreviewed	Cobalamin biosynthesis protein CobQ (Glutamine amidotransferase)	cobQ BN934_00571 NP51_05915 PY63_05650	Lactobacillus rhamnosus	224
A0A171J6G7	A0A171J6G7_LACRH	unreviewed	Uncharacterized protein	BN934_01290 PY63_10800	Lactobacillus rhamnosus	105
A0A0D6U7C9	A0A0D6U7C9_LACRH	unreviewed	PTS mannose transporter subunit IIAB (PTS system sugar-specific transporter subunit IIB)	PTS-EIIB BN934_00484 NP51_08595 PY66_05355 PY91_05120	Lactobacillus rhamnosus	160
A0A171J5P7	A0A171J5P7_LACRH	unreviewed	PTS glucose transporter subunit IIBC (PTS system, alpha-glucoside-specific IIbc component)	BN934_01013 PY66_08780	Lactobacillus rhamnosus	534
A0A0J6UNT1	A0A0J6UNT1_LACRH	unreviewed	Uncharacterized protein	BN934_01917 PY63_05315	Lactobacillus rhamnosus	129
A0A0D6UAS9	A0A0D6UAS9_LACRH	unreviewed	Fructose-bisphosphate aldolase	fbaA BN934_00619 NP51_06105 PY63_00710 PY66_12230	Lactobacillus rhamnosus	289
A0A0E3D3P4	A0A0E3D3P4_LACRH	unreviewed	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB BN934_02707 NP51_03490 PY63_08735	Lactobacillus rhamnosus	671
A0A171J629	A0A171J629_LACRH	unreviewed	NUDIX family hydrolase (NUDIX hydrolase)	BN934_01146 PY63_05895 PY66_07215	Lactobacillus rhamnosus	150
A0A171J350	A0A171J350_LACRH	unreviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk BN934_00110 PY66_11615	Lactobacillus rhamnosus	148
A0A0D6UCT1	A0A0D6UCT1_LACRH	unreviewed	UPF0346 protein BN934_02221	BN934_02221 NP51_02925 PY63_07920 PY66_01350 PY91_07915	Lactobacillus rhamnosus	80
A0A0E3CQR7	A0A0E3CQR7_LACRH	unreviewed	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	ppnK nadK BN934_02762 NP51_03750 PY63_03940 PY66_11235 PY91_01900	Lactobacillus rhamnosus	265
A0A171J3R6	A0A171J3R6_LACRH	unreviewed	RelE/StbE family addiction module toxin (Toxin)	BN934_00330 PY63_08470 PY66_03435	Lactobacillus rhamnosus	90
A0A171JA80	A0A171JA80_LACRH	unreviewed	Uncharacterized protein	BN934_02616 PY66_00660 PY91_01515	Lactobacillus rhamnosus	59
A0A0E3D3U6	A0A0E3D3U6_LACRH	unreviewed	Ribosome-binding factor A	rbfA BN934_02048 NP51_12220 PY66_07955 PY91_13800	Lactobacillus rhamnosus	117
A0A0E3CQE3	A0A0E3CQE3_LACRH	unreviewed	UPF0721 transmembrane protein	BN934_00276 NP51_00910	Lactobacillus rhamnosus	250
A0A0D6U958	A0A0D6U958_LACRH	unreviewed	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase)	tyrS BN934_01649 NP51_06575	Lactobacillus rhamnosus	423
A0A0E3CPN5	A0A0E3CPN5_LACRH	unreviewed	ABC transporter (ABC-2 family transporter protein)	BN934_00683 NP51_04835	Lactobacillus rhamnosus	246
A0A0M2G583	A0A0M2G583_LACRH	unreviewed	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase)	aspS BN934_02096 NP51_02315	Lactobacillus rhamnosus	601
A0A0D6UBW3	A0A0D6UBW3_LACRH	unreviewed	Uncharacterized protein (YbbR family protein)	BN934_02650 NP51_03210	Lactobacillus rhamnosus	365
A0A0E3CMS4	A0A0E3CMS4_LACRH	unreviewed	Alanine transporter (D-alanyl transfer protein)	BN934_00067 NP51_09770 PY66_10150 PY91_13115	Lactobacillus rhamnosus	405
A0A0J6UFQ6	A0A0J6UFQ6_LACRH	unreviewed	Uncharacterized protein	BN934_02808 NP51_10660 PY66_12430	Lactobacillus rhamnosus	63
J7MAZ9	J7MAZ9_LACRH	unreviewed	50S ribosomal protein L29	rpmC BN934_01222 NP51_06755 PY63_02210 PY66_06375 PY91_09115	Lactobacillus rhamnosus	64
A0A171J8Q8	A0A171J8Q8_LACRH	unreviewed	N-acetylmuramoyl-L-alanine amidase	ami BN934_02090 PY63_08505 PY91_13390	Lactobacillus rhamnosus	440
A0A0D6U4S3	A0A0D6U4S3_LACRH	unreviewed	DNA-binding protein (Uncharacterized protein)	BN934_02045 NP51_12205 PY63_08680 PY66_07940 PY91_12340	Lactobacillus rhamnosus	97
A0A0E3CNU6	A0A0E3CNU6_LACRH	unreviewed	Uncharacterized protein	BN934_02307 NP51_04365 PY63_10275 PY66_01775	Lactobacillus rhamnosus	59
A0A0E3CNF6	A0A0E3CNF6_LACRH	unreviewed	Esterase (Esterase/lipase)	BN934_00843 NP51_13005 PY63_07285 PY66_02770	Lactobacillus rhamnosus	317
A0A0E3CQU1	A0A0E3CQU1_LACRH	unreviewed	Phosphate-specific transport system accessory protein PhoU	BN934_02722 NP51_03560 PY63_08785 PY66_01180 PY91_02090	Lactobacillus rhamnosus	225
A0A0E3D3U4	A0A0E3D3U4_LACRH	unreviewed	Membrane protein (Uncharacterized protein)	BN934_02058 NP51_12270 PY63_08615 PY66_08005 PY91_13750	Lactobacillus rhamnosus	72
A0A171J5K0	A0A171J5K0_LACRH	unreviewed	ADP-ribose pyrophosphatase	BN934_00966 PY63_01580	Lactobacillus rhamnosus	236
A0A0D6U9Y2	A0A0D6U9Y2_LACRH	unreviewed	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk BN934_01234 NP51_06815 PY63_02150 PY66_06315 PY91_09175	Lactobacillus rhamnosus	218
A0A0E3CLA1	A0A0E3CLA1_LACRH	unreviewed	Acetyltransferase	BN934_01354 PY63_08295 PY91_06280	Lactobacillus rhamnosus	96
A0A171J925	A0A171J925_LACRH	unreviewed	Aldose epimerase (Galactose mutarotase-like protein)	BN934_02207 PY63_11460 PY91_07850	Lactobacillus rhamnosus	292
A0A171J5J3	A0A171J5J3_LACRH	unreviewed	ABC-type sugar transport system, permease component (Glycerol-3-phosphate ABC transporter permease)	BN934_00959 PY91_05675	Lactobacillus rhamnosus	310
A0A171J486	A0A171J486_LACRH	unreviewed	Transcription antiterminator Lact (Transcriptional regulator)	lacT_2 BN934_00500 PY91_05200	Lactobacillus rhamnosus	289
A0A0D6U8T5	A0A0D6U8T5_LACRH	unreviewed	30S ribosomal protein S12	rpsL BN934_01207 NP51_06680 PY63_02285 PY66_13210 PY91_09040	Lactobacillus rhamnosus	138
A0A0E3CZS9	A0A0E3CZS9_LACRH	unreviewed	50S ribosomal protein L34	rpmH BN934_00799 NP51_08240 PY63_09105 PY66_11405 PY91_01290	Lactobacillus rhamnosus	46
